	city	color	doors	prise	daytime	neighborhood	car_age	found
3575	Saint Petersburg	red	5+	2000k+	night	good	5+	not found
3576	Chelyabinsk	grey	5+	1000-2000k	evening	good	1	not found
3577	Kazan	white	2	1000-2000k	afternoon	bad	2	not found
3578	Chelyabinsk	grey	5+	2000k+	evening	bad	4	not found
3579	Saint Petersburg	blue	4	150-200k	night	bad	2	found
3580	Moscow	white	4	300-500k	afternoon	bad	3	not found
3581	Samara	blue	2	150-200k	evening	bad	3	not found
3582	Chelyabinsk	black	2	700-1000k	morning	bad	5+	found
3583	Kazan	grey	5+	1000-2000k	night	bad	1	not found
3584	Samara	white	4	700-1000k	evening	bad	3	not found
3585	Novosibirsk	blue	5+	200-300k	afternoon	good	2	found
3586	Moscow	red	5+	300-500k	night	good	2	not found
3587	Novosibirsk	black	2	1000-2000k	night	good	5+	not found
3588	Chelyabinsk	grey	4	700-1000k	night	mixed	3	found
3589	Novosibirsk	grey	2	300-500k	afternoon	good	1	found
3590	Saint Petersburg	white	2	700-1000k	morning	mixed	4	found
3591	Samara	white	2	2000k+	afternoon	mixed	2	not found
3592	Kazan	red	2	2000k+	afternoon	mixed	1	found
3593	Chelyabinsk	grey	5+	200-300k	morning	mixed	3	not found
3594	Samara	blue	4	700-1000k	afternoon	mixed	3	found
3595	Kazan	blue	5+	700-1000k	morning	bad	5+	not found
3596	Novosibirsk	grey	4	300-500k	morning	mixed	1	found
3597	Samara	grey	4	700-1000k	evening	bad	1	not found
3598	Moscow	grey	4	500-700k	afternoon	bad	1	not found
3599	Saint Petersburg	white	5+	500-700k	night	bad	1	found
3600	Samara	grey	4	700-1000k	morning	good	5+	found
3601	Samara	white	5+	700-1000k	afternoon	bad	3	not found
3602	Samara	red	4	150-200k	afternoon	mixed	5+	found
3603	Chelyabinsk	grey	2	1000-2000k	evening	bad	1	found
3604	Kazan	white	4	500-700k	evening	bad	3	found
3605	Saint Petersburg	blue	4	150-200k	morning	bad	4	not found
3606	Kazan	black	4	500-700k	evening	good	3	not found
3607	Saint Petersburg	red	4	300-500k	evening	good	4	found
3608	Yekaterinburg	blue	2	150-200k	morning	mixed	2	found
3609	Saint Petersburg	white	5+	300-500k	morning	bad	3	found
3610	Novosibirsk	blue	5+	1000-2000k	afternoon	bad	2	found
3611	Samara	red	2	300-500k	afternoon	mixed	1	found
3612	Yekaterinburg	grey	2	200-300k	morning	mixed	3	not found
3613	Moscow	red	5+	1000-2000k	afternoon	bad	4	found
3614	Yekaterinburg	white	2	300-500k	afternoon	bad	1	found
3615	Novosibirsk	white	5+	200-300k	evening	bad	4	found
3616	Samara	black	5+	2000k+	afternoon	mixed	5+	not found
3617	Novosibirsk	red	4	700-1000k	afternoon	bad	2	not found
3618	Chelyabinsk	grey	4	700-1000k	evening	mixed	1	not found
3619	Novosibirsk	white	2	300-500k	night	bad	4	found
3620	Kazan	white	4	700-1000k	evening	mixed	2	not found
3621	Yekaterinburg	white	2	700-1000k	morning	good	4	found
3622	Novosibirsk	black	2	2000k+	evening	bad	1	found
3623	Novosibirsk	red	5+	200-300k	afternoon	bad	1	not found
3624	Kazan	black	4	500-700k	evening	mixed	4	not found
3625	Yekaterinburg	red	2	300-500k	evening	mixed	1	not found
3626	Kazan	black	4	150-200k	afternoon	bad	3	not found
3627	Moscow	red	5+	500-700k	night	good	3	found
3628	Kazan	grey	4	1000-2000k	night	bad	3	not found
3629	Moscow	blue	5+	150-200k	afternoon	mixed	2	found
3630	Samara	white	5+	700-1000k	night	mixed	3	found
3631	Novosibirsk	white	4	500-700k	afternoon	mixed	5+	found
3632	Samara	white	5+	700-1000k	evening	mixed	2	found
3633	Yekaterinburg	white	2	300-500k	night	mixed	3	not found
3634	Saint Petersburg	black	5+	2000k+	night	bad	4	not found
3635	Chelyabinsk	grey	5+	2000k+	evening	bad	2	found
3636	Saint Petersburg	red	4	1000-2000k	afternoon	mixed	3	found
3637	Samara	grey	5+	200-300k	night	good	2	not found
3638	Kazan	red	4	700-1000k	night	bad	4	found
3639	Samara	red	2	500-700k	evening	bad	5+	found
3640	Kazan	black	5+	700-1000k	night	mixed	5+	not found
3641	Kazan	white	5+	700-1000k	night	good	4	not found
3642	Samara	white	4	300-500k	night	bad	2	found
3643	Chelyabinsk	red	5+	200-300k	morning	mixed	2	not found
3644	Samara	white	5+	200-300k	night	bad	3	found
3645	Yekaterinburg	white	2	2000k+	afternoon	bad	2	found
3646	Moscow	red	4	500-700k	evening	good	2	not found
3647	Samara	red	4	500-700k	evening	bad	3	found
3648	Yekaterinburg	red	2	150-200k	night	bad	3	found
3649	Moscow	red	4	300-500k	evening	bad	2	found
3650	Samara	blue	2	300-500k	afternoon	mixed	5+	found
3651	Saint Petersburg	blue	4	700-1000k	night	mixed	3	found
3652	Samara	white	5+	200-300k	night	mixed	4	found
3653	Moscow	grey	5+	500-700k	afternoon	bad	4	found
3654	Moscow	blue	4	2000k+	evening	bad	1	not found
3655	Moscow	black	5+	300-500k	afternoon	bad	1	not found
3656	Saint Petersburg	blue	5+	700-1000k	morning	good	2	not found
3657	Samara	red	5+	1000-2000k	afternoon	mixed	5+	found
3658	Moscow	blue	4	200-300k	evening	mixed	4	not found
3659	Moscow	black	4	200-300k	night	bad	1	not found
3660	Novosibirsk	grey	2	2000k+	evening	bad	3	found
3661	Novosibirsk	grey	4	200-300k	morning	bad	1	not found
3662	Samara	white	2	500-700k	night	mixed	2	not found
3663	Novosibirsk	red	5+	200-300k	night	bad	3	found
3664	Novosibirsk	grey	4	700-1000k	night	bad	2	not found
3665	Kazan	black	5+	200-300k	evening	mixed	3	found
3666	Chelyabinsk	black	5+	150-200k	afternoon	bad	5+	not found
3667	Samara	grey	2	200-300k	morning	mixed	2	found
3668	Chelyabinsk	white	4	500-700k	evening	mixed	2	found
3669	Novosibirsk	grey	5+	1000-2000k	afternoon	mixed	5+	found
3670	Samara	red	4	300-500k	evening	bad	4	not found
3671	Yekaterinburg	blue	4	2000k+	night	bad	5+	found
3672	Novosibirsk	white	5+	300-500k	afternoon	bad	3	found
3673	Yekaterinburg	red	5+	1000-2000k	afternoon	mixed	2	not found
3674	Moscow	blue	5+	150-200k	evening	mixed	5+	found
3675	Samara	black	4	2000k+	morning	bad	2	found
3676	Moscow	red	5+	150-200k	morning	bad	3	not found
3677	Chelyabinsk	grey	4	200-300k	night	mixed	1	found
3678	Chelyabinsk	blue	2	700-1000k	morning	bad	5+	not found
3679	Samara	grey	4	300-500k	night	bad	3	found
3680	Novosibirsk	grey	2	200-300k	morning	good	4	found
3681	Chelyabinsk	blue	4	500-700k	night	good	4	not found
3682	Moscow	blue	5+	1000-2000k	afternoon	bad	3	found
3683	Chelyabinsk	grey	2	700-1000k	morning	bad	5+	not found
3684	Moscow	red	2	300-500k	afternoon	good	3	found
3685	Moscow	blue	4	2000k+	evening	good	4	not found
3686	Novosibirsk	white	5+	2000k+	afternoon	good	5+	found
3687	Moscow	red	5+	500-700k	afternoon	good	5+	found
3688	Moscow	white	5+	1000-2000k	afternoon	good	1	found
3689	Kazan	red	2	150-200k	evening	good	3	not found
3690	Samara	white	4	2000k+	evening	good	3	found
3691	Kazan	black	4	200-300k	night	good	4	not found
3692	Moscow	red	2	300-500k	evening	mixed	5+	not found
3693	Novosibirsk	grey	2	200-300k	afternoon	mixed	4	not found
3694	Kazan	white	4	200-300k	night	bad	3	not found
3695	Chelyabinsk	red	2	2000k+	afternoon	bad	2	not found
3696	Saint Petersburg	red	5+	300-500k	morning	good	1	found
3697	Yekaterinburg	grey	4	200-300k	night	good	4	found
3698	Chelyabinsk	blue	5+	500-700k	afternoon	bad	5+	not found
3699	Chelyabinsk	black	2	500-700k	night	mixed	1	not found
3700	Saint Petersburg	red	2	2000k+	afternoon	mixed	2	not found
3701	Moscow	black	4	2000k+	afternoon	bad	4	found
3702	Yekaterinburg	blue	4	700-1000k	afternoon	bad	3	not found
3703	Yekaterinburg	red	2	700-1000k	morning	bad	1	found
3704	Kazan	black	5+	150-200k	night	bad	5+	found
3705	Yekaterinburg	white	5+	2000k+	afternoon	bad	1	found
3706	Chelyabinsk	grey	4	200-300k	evening	mixed	4	not found
3707	Moscow	grey	4	2000k+	morning	good	2	found
3708	Chelyabinsk	black	5+	200-300k	evening	good	2	found
3709	Moscow	red	5+	2000k+	morning	good	3	not found
3710	Chelyabinsk	black	5+	1000-2000k	afternoon	mixed	2	found
3711	Samara	blue	5+	2000k+	evening	bad	2	not found
3712	Samara	grey	2	200-300k	night	good	3	not found
3713	Kazan	blue	5+	200-300k	night	bad	3	found
3714	Chelyabinsk	grey	4	1000-2000k	afternoon	bad	5+	found
3715	Yekaterinburg	white	5+	1000-2000k	evening	bad	3	found
3716	Samara	blue	2	2000k+	morning	bad	3	found
3717	Novosibirsk	red	5+	2000k+	afternoon	bad	4	found
3718	Moscow	black	2	700-1000k	night	bad	1	found
3719	Novosibirsk	blue	4	200-300k	morning	bad	1	found
3720	Moscow	white	4	200-300k	afternoon	bad	4	found
3721	Chelyabinsk	blue	2	500-700k	night	good	1	not found
3722	Yekaterinburg	black	2	500-700k	night	good	1	not found
3723	Yekaterinburg	white	5+	300-500k	afternoon	bad	1	found
3724	Novosibirsk	red	4	500-700k	morning	good	3	found
3725	Saint Petersburg	grey	4	1000-2000k	night	good	4	found
3726	Moscow	black	5+	300-500k	morning	bad	2	not found
3727	Saint Petersburg	blue	5+	500-700k	afternoon	good	2	found
3728	Yekaterinburg	black	4	150-200k	night	mixed	2	not found
3729	Samara	blue	4	2000k+	night	bad	4	not found
3730	Moscow	black	2	200-300k	night	good	3	found
3731	Kazan	white	5+	300-500k	afternoon	mixed	1	found
3732	Yekaterinburg	black	4	200-300k	night	bad	4	not found
3733	Samara	red	5+	2000k+	afternoon	bad	2	not found
3734	Yekaterinburg	red	5+	700-1000k	morning	bad	1	not found
3735	Kazan	black	2	150-200k	night	bad	3	found
3736	Chelyabinsk	blue	4	500-700k	night	bad	3	not found
3737	Moscow	white	5+	150-200k	night	bad	5+	found
3738	Saint Petersburg	grey	5+	1000-2000k	evening	mixed	1	found
3739	Novosibirsk	grey	4	700-1000k	morning	bad	5+	not found
3740	Kazan	red	2	700-1000k	night	mixed	2	not found
3741	Saint Petersburg	grey	2	150-200k	night	good	4	found
3742	Samara	black	5+	1000-2000k	night	bad	5+	not found
3743	Kazan	red	4	500-700k	evening	bad	3	found
3744	Yekaterinburg	white	4	200-300k	afternoon	bad	4	not found
3745	Chelyabinsk	blue	4	1000-2000k	morning	mixed	3	not found
3746	Novosibirsk	red	5+	700-1000k	night	bad	3	not found
3747	Saint Petersburg	grey	4	150-200k	morning	bad	1	not found
3748	Moscow	blue	4	200-300k	night	good	5+	not found
3749	Yekaterinburg	blue	5+	500-700k	evening	mixed	5+	found
3750	Yekaterinburg	blue	2	200-300k	morning	good	5+	found
3751	Novosibirsk	grey	2	2000k+	afternoon	bad	4	found
3752	Novosibirsk	blue	4	500-700k	night	bad	5+	found
3753	Yekaterinburg	blue	5+	2000k+	night	bad	1	not found
3754	Novosibirsk	blue	2	1000-2000k	night	good	1	found
3755	Moscow	blue	4	300-500k	afternoon	good	4	found
3756	Moscow	red	5+	150-200k	evening	bad	1	found
3757	Kazan	red	5+	700-1000k	evening	bad	1	not found
3758	Saint Petersburg	red	4	2000k+	evening	bad	2	not found
3759	Chelyabinsk	white	4	500-700k	morning	bad	3	found
3760	Kazan	blue	5+	700-1000k	morning	bad	5+	not found
3761	Novosibirsk	blue	4	2000k+	evening	mixed	1	found
3762	Yekaterinburg	blue	4	700-1000k	afternoon	mixed	3	found
3763	Moscow	blue	5+	300-500k	afternoon	bad	2	found
3764	Chelyabinsk	blue	5+	2000k+	night	mixed	1	found
3765	Chelyabinsk	black	5+	150-200k	night	good	5+	found
3766	Novosibirsk	grey	2	700-1000k	evening	bad	3	not found
3767	Saint Petersburg	black	4	150-200k	morning	bad	4	not found
3768	Moscow	blue	4	2000k+	morning	bad	5+	not found
3769	Kazan	white	5+	200-300k	night	bad	3	not found
3770	Saint Petersburg	blue	2	700-1000k	morning	mixed	5+	found
3771	Kazan	red	5+	1000-2000k	morning	bad	1	found
3772	Samara	grey	4	200-300k	afternoon	good	2	not found
3773	Kazan	black	5+	1000-2000k	morning	mixed	2	not found
3774	Samara	white	2	500-700k	afternoon	bad	1	found
3775	Saint Petersburg	red	2	2000k+	evening	mixed	5+	not found
3776	Moscow	black	2	1000-2000k	evening	mixed	3	not found
3777	Saint Petersburg	blue	2	500-700k	night	bad	4	found
3778	Kazan	red	4	1000-2000k	night	bad	4	found
3779	Samara	blue	2	150-200k	night	good	5+	not found
3780	Novosibirsk	blue	5+	150-200k	night	bad	5+	not found
3781	Chelyabinsk	black	4	150-200k	night	good	3	not found
3782	Chelyabinsk	grey	5+	700-1000k	night	bad	4	not found
3783	Chelyabinsk	white	2	2000k+	afternoon	bad	1	not found
3784	Samara	grey	4	150-200k	afternoon	bad	1	not found
3785	Saint Petersburg	blue	5+	700-1000k	afternoon	good	1	found
3786	Novosibirsk	grey	5+	2000k+	morning	good	3	not found
3787	Samara	black	2	200-300k	morning	mixed	1	found
3788	Moscow	black	2	500-700k	night	good	2	not found
3789	Samara	blue	2	2000k+	evening	good	5+	not found
3790	Kazan	blue	5+	200-300k	afternoon	bad	1	found
3791	Samara	black	5+	300-500k	night	good	2	found
3792	Yekaterinburg	red	5+	700-1000k	evening	bad	3	not found
3793	Moscow	black	4	2000k+	morning	good	3	found
3794	Yekaterinburg	blue	4	1000-2000k	evening	good	4	found
3795	Saint Petersburg	blue	4	1000-2000k	morning	bad	2	not found
3796	Samara	grey	2	200-300k	morning	mixed	4	found
3797	Chelyabinsk	red	5+	300-500k	afternoon	good	1	not found
3798	Kazan	black	2	700-1000k	evening	bad	3	found
3799	Chelyabinsk	red	2	200-300k	morning	mixed	4	not found
3800	Chelyabinsk	grey	2	500-700k	night	good	5+	found
3801	Chelyabinsk	blue	2	300-500k	evening	bad	1	not found
3802	Chelyabinsk	red	4	1000-2000k	evening	bad	5+	found
3803	Yekaterinburg	white	2	2000k+	afternoon	bad	3	found
3804	Kazan	red	4	500-700k	night	bad	1	not found
3805	Moscow	red	2	2000k+	night	bad	5+	found
3806	Saint Petersburg	grey	5+	200-300k	night	good	4	found
3807	Novosibirsk	red	4	200-300k	afternoon	bad	2	not found
3808	Yekaterinburg	black	4	200-300k	morning	good	1	found
3809	Yekaterinburg	red	5+	200-300k	morning	mixed	2	found
3810	Saint Petersburg	white	2	700-1000k	morning	bad	2	found
3811	Novosibirsk	black	4	1000-2000k	night	mixed	4	not found
3812	Saint Petersburg	grey	2	1000-2000k	night	bad	5+	not found
3813	Moscow	red	4	700-1000k	afternoon	mixed	1	not found
3814	Yekaterinburg	red	5+	700-1000k	morning	bad	2	not found
3815	Samara	red	5+	200-300k	night	good	1	not found
3816	Moscow	black	2	1000-2000k	morning	mixed	2	found
3817	Saint Petersburg	red	5+	150-200k	morning	bad	1	found
3818	Yekaterinburg	blue	5+	200-300k	afternoon	good	5+	found
3819	Samara	grey	5+	200-300k	afternoon	bad	3	not found
3820	Yekaterinburg	grey	4	1000-2000k	night	bad	2	found
3821	Yekaterinburg	white	4	500-700k	night	bad	4	found
3822	Novosibirsk	black	2	700-1000k	afternoon	bad	5+	not found
3823	Moscow	blue	5+	150-200k	evening	mixed	1	not found
3824	Saint Petersburg	red	5+	700-1000k	morning	mixed	5+	found
3825	Moscow	black	4	150-200k	afternoon	bad	4	not found
3826	Chelyabinsk	red	4	700-1000k	morning	bad	3	not found
3827	Kazan	white	5+	700-1000k	night	bad	3	found
3828	Yekaterinburg	red	5+	150-200k	night	bad	1	not found
3829	Kazan	grey	4	150-200k	afternoon	bad	5+	found
3830	Chelyabinsk	red	5+	1000-2000k	morning	mixed	4	not found
3831	Chelyabinsk	black	2	700-1000k	evening	bad	2	not found
3832	Moscow	grey	2	1000-2000k	evening	bad	3	found
3833	Yekaterinburg	blue	2	200-300k	night	mixed	2	found
3834	Yekaterinburg	red	5+	300-500k	morning	bad	3	not found
3835	Saint Petersburg	red	2	300-500k	evening	bad	3	not found
3836	Moscow	black	5+	300-500k	afternoon	good	1	not found
3837	Saint Petersburg	black	4	300-500k	night	bad	4	found
3838	Samara	grey	4	200-300k	evening	bad	4	found
3839	Kazan	white	5+	2000k+	afternoon	mixed	5+	not found
3840	Chelyabinsk	blue	4	1000-2000k	night	bad	1	not found
3841	Kazan	blue	5+	150-200k	evening	bad	1	not found
3842	Yekaterinburg	blue	4	150-200k	night	bad	5+	not found
3843	Moscow	blue	5+	200-300k	night	mixed	4	found
3844	Kazan	red	2	300-500k	night	bad	5+	not found
3845	Novosibirsk	red	5+	2000k+	morning	bad	2	not found
3846	Chelyabinsk	black	5+	150-200k	afternoon	bad	5+	not found
3847	Saint Petersburg	white	5+	150-200k	evening	bad	2	found
3848	Chelyabinsk	white	2	150-200k	afternoon	mixed	5+	not found
3849	Moscow	red	2	2000k+	morning	bad	5+	found
3850	Kazan	white	5+	500-700k	night	bad	3	not found
3851	Kazan	white	5+	200-300k	night	good	1	found
3852	Moscow	grey	4	2000k+	night	mixed	2	found
3853	Chelyabinsk	grey	4	300-500k	evening	good	3	not found
3854	Moscow	grey	5+	2000k+	night	bad	3	not found
3855	Moscow	grey	5+	700-1000k	night	mixed	5+	found
3856	Saint Petersburg	grey	5+	200-300k	night	mixed	2	not found
3857	Kazan	white	2	1000-2000k	night	bad	5+	found
3858	Novosibirsk	grey	4	1000-2000k	morning	good	1	not found
3859	Kazan	red	4	1000-2000k	afternoon	bad	5+	not found
3860	Moscow	black	4	300-500k	night	bad	2	found
3861	Kazan	grey	4	500-700k	evening	good	4	not found
3862	Moscow	blue	2	1000-2000k	morning	bad	1	found
3863	Samara	grey	5+	2000k+	morning	good	5+	found
3864	Saint Petersburg	white	2	150-200k	morning	good	2	found
3865	Yekaterinburg	blue	2	200-300k	night	good	5+	found
3866	Kazan	red	4	1000-2000k	morning	good	3	not found
3867	Samara	white	2	150-200k	afternoon	bad	3	not found
3868	Saint Petersburg	black	5+	700-1000k	evening	bad	1	not found
3869	Chelyabinsk	white	2	700-1000k	evening	good	5+	not found
3870	Novosibirsk	black	2	200-300k	morning	bad	4	not found
3871	Moscow	white	4	200-300k	morning	bad	3	not found
3872	Kazan	red	4	1000-2000k	night	good	3	found
3873	Chelyabinsk	blue	4	150-200k	afternoon	bad	1	not found
3874	Kazan	white	2	200-300k	evening	mixed	1	not found
3875	Kazan	grey	4	700-1000k	evening	bad	4	found
3876	Yekaterinburg	grey	4	1000-2000k	afternoon	bad	5+	found
3877	Saint Petersburg	white	4	300-500k	morning	bad	4	found
3878	Kazan	red	2	2000k+	morning	good	3	not found
3879	Yekaterinburg	red	5+	1000-2000k	night	bad	2	found
3880	Novosibirsk	red	4	700-1000k	afternoon	bad	2	not found
3881	Chelyabinsk	blue	5+	150-200k	afternoon	good	3	not found
3882	Kazan	grey	2	700-1000k	night	mixed	3	found
3883	Kazan	grey	2	2000k+	afternoon	mixed	2	not found
3884	Moscow	blue	5+	500-700k	night	bad	1	found
3885	Yekaterinburg	white	4	1000-2000k	evening	mixed	4	found
3886	Kazan	grey	4	200-300k	evening	bad	1	not found
3887	Novosibirsk	red	2	300-500k	afternoon	bad	1	not found
3888	Novosibirsk	white	4	1000-2000k	morning	bad	5+	found
3889	Yekaterinburg	white	2	200-300k	evening	bad	1	not found
3890	Chelyabinsk	blue	5+	1000-2000k	evening	bad	5+	found
3891	Moscow	black	5+	500-700k	afternoon	bad	3	found
3892	Kazan	blue	5+	150-200k	night	bad	2	found
3893	Moscow	white	4	150-200k	afternoon	mixed	3	not found
3894	Kazan	grey	5+	500-700k	morning	bad	3	not found
3895	Kazan	blue	5+	700-1000k	evening	mixed	1	not found
3896	Moscow	white	4	2000k+	night	mixed	1	not found
3897	Chelyabinsk	black	5+	200-300k	night	bad	3	found
3898	Samara	red	4	300-500k	afternoon	mixed	4	not found
3899	Novosibirsk	grey	2	300-500k	night	good	5+	not found
3900	Samara	blue	5+	300-500k	morning	mixed	1	not found
3901	Moscow	grey	2	500-700k	morning	bad	5+	found
3902	Moscow	white	2	500-700k	evening	bad	4	found
3903	Kazan	red	4	700-1000k	evening	bad	3	found
3904	Samara	grey	4	1000-2000k	night	bad	5+	not found
3905	Chelyabinsk	grey	5+	150-200k	evening	good	1	found
3906	Saint Petersburg	grey	2	700-1000k	night	mixed	4	not found
3907	Moscow	blue	4	1000-2000k	afternoon	bad	3	found
3908	Saint Petersburg	white	4	1000-2000k	morning	good	3	found
3909	Chelyabinsk	white	2	700-1000k	afternoon	good	3	not found
3910	Kazan	white	2	150-200k	evening	bad	4	found
3911	Novosibirsk	blue	2	150-200k	morning	mixed	4	not found
3912	Kazan	grey	2	500-700k	evening	good	5+	found
3913	Yekaterinburg	grey	5+	1000-2000k	afternoon	mixed	3	not found
3914	Chelyabinsk	white	4	150-200k	evening	good	3	found
3915	Chelyabinsk	grey	4	2000k+	evening	bad	5+	found
3916	Yekaterinburg	white	5+	1000-2000k	evening	good	2	not found
3917	Moscow	red	4	300-500k	evening	good	3	found
3918	Chelyabinsk	red	5+	300-500k	night	mixed	4	found
3919	Samara	red	2	1000-2000k	afternoon	bad	3	found
3920	Kazan	white	4	700-1000k	night	bad	4	not found
3921	Chelyabinsk	red	2	300-500k	night	bad	3	found
3922	Kazan	blue	2	300-500k	evening	good	5+	not found
3923	Novosibirsk	red	4	500-700k	afternoon	mixed	3	not found
3924	Saint Petersburg	white	2	1000-2000k	evening	good	2	not found
3925	Saint Petersburg	black	5+	150-200k	morning	bad	2	found
3926	Saint Petersburg	red	2	1000-2000k	morning	bad	5+	found
3927	Yekaterinburg	grey	2	200-300k	afternoon	bad	5+	found
3928	Moscow	blue	5+	200-300k	afternoon	bad	1	found
3929	Yekaterinburg	black	2	300-500k	evening	mixed	2	found
3930	Moscow	grey	4	500-700k	evening	bad	4	not found
3931	Chelyabinsk	grey	4	1000-2000k	afternoon	mixed	4	not found
3932	Samara	white	5+	1000-2000k	night	bad	1	found
3933	Moscow	grey	2	200-300k	evening	bad	2	not found
3934	Novosibirsk	grey	2	300-500k	morning	bad	5+	found
3935	Novosibirsk	black	5+	300-500k	afternoon	good	3	not found
3936	Kazan	grey	4	2000k+	night	bad	4	found
3937	Yekaterinburg	grey	5+	500-700k	afternoon	bad	4	found
3938	Chelyabinsk	blue	5+	1000-2000k	evening	bad	2	not found
3939	Chelyabinsk	white	4	700-1000k	morning	good	3	not found
3940	Samara	blue	2	300-500k	evening	good	3	not found
3941	Kazan	red	5+	200-300k	night	bad	4	not found
3942	Yekaterinburg	red	4	2000k+	afternoon	good	3	found
3943	Kazan	white	5+	150-200k	night	good	3	not found
